,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Key,Y
137,45.0,4.0,40.0,5.0,1.0,0.0,10408.0,1186.0,9222.0,1.689,2560.0,42.0,1.2109999999999999,0.114,Existing Customer,M,College,Divorced,$60K - $80K,Blue,138,0.99998
138,63.0,1.0,36.0,6.0,2.0,3.0,3967.0,1568.0,2399.0,1.236,1657.0,29.0,1.2309999999999999,0.395,Existing Customer,F,College,Married,Unknown,Blue,139,0.9998299999999999
139,39.0,2.0,27.0,4.0,2.0,2.0,6205.0,2517.0,3688.0,0.9390000000000001,1204.0,19.0,0.727,0.406,Existing Customer,F,Post-Graduate,Single,Less than $40K,Blue,140,0.99987
140,48.0,5.0,38.0,1.0,3.0,3.0,8025.0,0.0,8025.0,0.654,673.0,18.0,0.8,0.0,Attrited Customer,F,High School,Married,Less than $40K,Blue,141,0.00328187
141,51.0,1.0,42.0,6.0,2.0,3.0,9036.0,2327.0,6709.0,0.649,1131.0,18.0,0.636,0.258,Existing Customer,M,Unknown,Single,$120K +,Blue,142,0.9998
142,54.0,4.0,34.0,2.0,3.0,2.0,14926.0,2517.0,12409.0,1.996,1576.0,25.0,1.5,0.16899999999999998,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,143,0.9998100000000001
143,59.0,1.0,36.0,3.0,2.0,3.0,6335.0,1128.0,5207.0,0.397,1217.0,20.0,0.667,0.17800000000000002,Existing Customer,F,Graduate,Single,Less than $40K,Blue,144,0.99982
144,59.0,1.0,53.0,2.0,3.0,3.0,14979.0,0.0,14979.0,0.71,530.0,10.0,1.0,0.0,Attrited Customer,M,College,Single,$60K - $80K,Blue,145,0.00360825
145,48.0,4.0,38.0,3.0,2.0,3.0,2732.0,0.0,2732.0,0.76,739.0,16.0,0.455,0.0,Attrited Customer,F,Uneducated,Married,Less than $40K,Blue,146,0.00481999
146,41.0,2.0,32.0,6.0,3.0,2.0,2250.0,2117.0,133.0,1.162,1617.0,31.0,2.875,0.941,Existing Customer,F,Graduate,Single,Less than $40K,Blue,147,0.99982
147,55.0,2.0,50.0,3.0,2.0,0.0,10916.0,1536.0,9380.0,1.317,1592.0,34.0,1.0,0.141,Existing Customer,M,Graduate,Married,$120K +,Blue,148,0.9999600000000001
148,47.0,4.0,36.0,4.0,1.0,3.0,5349.0,1228.0,4121.0,0.728,1343.0,30.0,1.308,0.23,Existing Customer,F,Graduate,Married,Unknown,Blue,149,0.9999
149,41.0,2.0,24.0,4.0,1.0,3.0,9366.0,1104.0,8262.0,0.5720000000000001,1303.0,39.0,0.625,0.11800000000000001,Existing Customer,M,High School,Married,$80K - $120K,Blue,150,0.9999100000000001
150,40.0,3.0,28.0,5.0,1.0,0.0,21617.0,0.0,21617.0,1.047,1351.0,22.0,0.467,0.0,Existing Customer,M,High School,Single,$80K - $120K,Blue,151,0.99998
151,68.0,1.0,56.0,5.0,2.0,3.0,13860.0,1652.0,12208.0,1.255,1910.0,32.0,1.909,0.11900000000000001,Existing Customer,M,Graduate,Married,Unknown,Blue,152,0.99982
152,50.0,1.0,31.0,2.0,2.0,3.0,18386.0,0.0,18386.0,0.868,1298.0,22.0,0.5710000000000001,0.0,Existing Customer,F,Graduate,Single,$40K - $60K,Silver,153,0.99984
153,47.0,4.0,41.0,6.0,2.0,2.0,2405.0,1540.0,865.0,0.469,1087.0,29.0,1.2309999999999999,0.64,Existing Customer,M,Uneducated,Single,$60K - $80K,Blue,154,0.9998799999999999
154,53.0,1.0,47.0,4.0,2.0,3.0,2154.0,930.0,1224.0,2.121,1439.0,26.0,1.364,0.43200000000000005,Existing Customer,F,College,Married,Less than $40K,Blue,155,0.9998299999999999
155,42.0,5.0,36.0,3.0,3.0,3.0,2038.0,0.0,2038.0,0.7859999999999999,1238.0,28.0,0.75,0.0,Existing Customer,F,Unknown,Married,$40K - $60K,Blue,156,0.99966
156,48.0,4.0,38.0,6.0,1.0,3.0,8135.0,0.0,8135.0,1.3730000000000002,1716.0,29.0,0.812,0.0,Existing Customer,F,High School,Single,$40K - $60K,Blue,157,0.9999100000000001
157,49.0,1.0,38.0,6.0,1.0,3.0,9364.0,618.0,8746.0,0.5539999999999999,1099.0,27.0,0.8,0.066,Existing Customer,M,Doctorate,Married,$120K +,Blue,158,0.99987
158,44.0,2.0,35.0,4.0,3.0,2.0,32643.0,0.0,32643.0,1.3,1058.0,24.0,2.4290000000000003,0.0,Existing Customer,F,Uneducated,Married,Unknown,Silver,159,0.9998299999999999
159,43.0,4.0,34.0,2.0,3.0,1.0,3195.0,1954.0,1241.0,0.971,1285.0,29.0,0.706,0.612,Existing Customer,F,Graduate,Divorced,Less than $40K,Blue,160,0.99989
160,56.0,0.0,43.0,5.0,2.0,1.0,2852.0,1024.0,1828.0,1.0090000000000001,1651.0,28.0,1.0,0.359,Existing Customer,M,High School,Married,$80K - $120K,Blue,161,0.9999399999999999
161,59.0,1.0,36.0,2.0,3.0,3.0,4224.0,1305.0,2919.0,0.852,1152.0,31.0,0.8240000000000001,0.309,Existing Customer,F,College,Single,Unknown,Blue,162,0.99972
162,46.0,1.0,36.0,3.0,2.0,2.0,20459.0,2071.0,18388.0,1.248,1767.0,38.0,2.167,0.10099999999999999,Existing Customer,M,Uneducated,Married,$60K - $80K,Blue,163,0.99989
163,47.0,4.0,41.0,6.0,5.0,3.0,3482.0,2114.0,1368.0,0.508,1039.0,24.0,0.263,0.607,Existing Customer,F,Unknown,Divorced,Less than $40K,Blue,164,0.99961
164,50.0,4.0,40.0,5.0,2.0,3.0,3065.0,1570.0,1495.0,1.077,1130.0,28.0,1.3330000000000002,0.512,Existing Customer,F,Uneducated,Married,$40K - $60K,Blue,165,0.99979
165,51.0,3.0,43.0,3.0,1.0,2.0,2185.0,1761.0,424.0,0.682,1645.0,30.0,0.429,0.8059999999999999,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,166,0.9999399999999999
166,47.0,3.0,36.0,4.0,1.0,0.0,1611.0,746.0,865.0,0.993,1413.0,29.0,0.706,0.46299999999999997,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,167,0.99998
167,58.0,4.0,47.0,3.0,3.0,3.0,2822.0,2173.0,649.0,1.456,1218.0,23.0,2.286,0.77,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,168,0.9996700000000001
168,46.0,5.0,33.0,6.0,3.0,3.0,32975.0,2517.0,30458.0,0.6579999999999999,597.0,17.0,0.7,0.076,Attrited Customer,M,Graduate,Single,$80K - $120K,Blue,169,0.00319072
169,53.0,3.0,47.0,5.0,2.0,2.0,1438.3,0.0,1438.3,0.7759999999999999,2184.0,53.0,0.828,0.0,Existing Customer,M,High School,Married,$60K - $80K,Blue,170,0.99989
170,45.0,4.0,36.0,4.0,3.0,3.0,15875.0,1719.0,14156.0,0.86,1592.0,37.0,1.4669999999999999,0.10800000000000001,Existing Customer,F,Uneducated,Divorced,Unknown,Blue,171,0.9996700000000001
171,52.0,1.0,45.0,6.0,3.0,3.0,6703.0,893.0,5810.0,0.5670000000000001,1388.0,28.0,0.75,0.133,Existing Customer,F,High School,Married,Less than $40K,Blue,172,0.99972
172,53.0,2.0,36.0,2.0,2.0,1.0,3212.0,0.0,3212.0,0.713,757.0,20.0,0.25,0.0,Attrited Customer,M,Unknown,Married,$80K - $120K,Blue,173,0.013080000000000001
173,50.0,2.0,45.0,3.0,1.0,3.0,34516.0,1260.0,33256.0,0.588,1504.0,34.0,0.789,0.037000000000000005,Existing Customer,M,High School,Married,$80K - $120K,Silver,174,0.99992
174,41.0,3.0,36.0,4.0,1.0,2.0,9797.0,1434.0,8363.0,0.644,1503.0,34.0,0.478,0.146,Existing Customer,F,High School,Married,$40K - $60K,Blue,175,0.9999399999999999
175,45.0,5.0,36.0,5.0,2.0,2.0,10400.0,1777.0,8623.0,0.7909999999999999,1105.0,28.0,0.867,0.171,Existing Customer,F,Graduate,Divorced,$40K - $60K,Blue,176,0.9998799999999999
176,53.0,3.0,42.0,2.0,1.0,2.0,26792.0,1836.0,24956.0,1.432,2398.0,47.0,0.88,0.069,Existing Customer,M,Uneducated,Married,$80K - $120K,Blue,177,0.9999399999999999
177,67.0,1.0,56.0,4.0,3.0,2.0,3006.0,2517.0,489.0,2.053,1661.0,32.0,1.0,0.8370000000000001,Existing Customer,F,Graduate,Married,Less than $40K,Blue,178,0.9998299999999999
178,57.0,2.0,36.0,6.0,3.0,0.0,19482.0,1072.0,18410.0,0.706,1421.0,22.0,1.444,0.055,Existing Customer,F,Uneducated,Single,$40K - $60K,Silver,179,0.9999399999999999
179,59.0,1.0,36.0,4.0,2.0,3.0,3356.0,985.0,2371.0,0.35,999.0,28.0,0.556,0.294,Existing Customer,F,Uneducated,Married,$40K - $60K,Blue,180,0.99982
180,45.0,2.0,34.0,3.0,2.0,1.0,5771.0,2248.0,3523.0,1.791,1387.0,18.0,0.8,0.39,Existing Customer,M,Uneducated,Married,$40K - $60K,Blue,181,0.9999299999999999
181,51.0,3.0,36.0,6.0,2.0,3.0,11106.0,2107.0,8999.0,0.948,1243.0,24.0,1.0,0.19,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,182,0.9998
182,59.0,1.0,54.0,5.0,3.0,0.0,2890.0,2001.0,889.0,1.334,1860.0,36.0,1.0,0.6920000000000001,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,183,0.9999399999999999
183,53.0,1.0,45.0,6.0,2.0,2.0,3380.0,1701.0,1679.0,0.747,1502.0,25.0,1.273,0.503,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,184,0.99989
184,47.0,3.0,36.0,2.0,1.0,2.0,21331.0,1251.0,20080.0,0.9490000000000001,1460.0,50.0,1.083,0.059000000000000004,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,185,0.9999399999999999
185,49.0,3.0,38.0,6.0,2.0,1.0,12860.0,0.0,12860.0,0.6459999999999999,1348.0,27.0,0.28600000000000003,0.0,Existing Customer,F,Uneducated,Single,Unknown,Blue,186,0.9999299999999999
186,49.0,3.0,33.0,3.0,1.0,0.0,6278.0,462.0,5816.0,1.161,1087.0,33.0,0.941,0.07400000000000001,Existing Customer,M,Post-Graduate,Single,$80K - $120K,Blue,187,0.99998
187,60.0,0.0,55.0,5.0,1.0,3.0,1438.3,738.0,700.3,0.782,1226.0,33.0,0.5710000000000001,0.513,Existing Customer,F,College,Single,Less than $40K,Blue,188,0.99992
188,50.0,2.0,36.0,5.0,1.0,2.0,9355.0,1626.0,7729.0,0.701,1230.0,28.0,0.867,0.174,Existing Customer,F,High School,Married,Less than $40K,Blue,189,0.99995
189,41.0,2.0,31.0,6.0,1.0,3.0,20758.0,0.0,20758.0,0.688,1555.0,32.0,0.684,0.0,Existing Customer,F,Post-Graduate,Married,Unknown,Blue,190,0.99989
190,57.0,1.0,47.0,5.0,3.0,1.0,14612.0,1976.0,12636.0,1.768,1827.0,24.0,3.0,0.135,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,191,0.9999
191,43.0,4.0,27.0,5.0,2.0,0.0,27259.0,0.0,27259.0,0.731,1376.0,35.0,0.591,0.0,Existing Customer,M,Graduate,Unknown,$80K - $120K,Blue,192,0.9999600000000001
192,57.0,3.0,47.0,4.0,2.0,3.0,6347.0,1594.0,4753.0,0.8959999999999999,1771.0,37.0,0.762,0.251,Existing Customer,F,Graduate,Married,Less than $40K,Blue,193,0.9998
193,54.0,3.0,41.0,3.0,3.0,0.0,21592.0,1676.0,19916.0,1.097,1873.0,52.0,0.529,0.078,Existing Customer,M,Doctorate,Married,$120K +,Blue,194,0.9999
194,51.0,5.0,44.0,5.0,1.0,1.0,3449.0,1598.0,1851.0,0.971,1679.0,42.0,0.556,0.46299999999999997,Existing Customer,F,Post-Graduate,Married,Less than $40K,Blue,195,0.9999600000000001
195,47.0,3.0,34.0,2.0,1.0,2.0,6028.0,799.0,5229.0,0.8190000000000001,1002.0,22.0,0.5710000000000001,0.133,Existing Customer,F,High School,Married,Less than $40K,Blue,196,0.9999399999999999
196,41.0,0.0,36.0,3.0,2.0,3.0,18214.0,1998.0,16216.0,0.8290000000000001,1344.0,21.0,1.1,0.11,Existing Customer,M,High School,Unknown,$120K +,Blue,197,0.99984
197,53.0,3.0,43.0,3.0,3.0,1.0,16393.0,1423.0,14970.0,1.642,1461.0,42.0,0.75,0.087,Existing Customer,M,Uneducated,Married,$80K - $120K,Blue,198,0.9998799999999999
198,68.0,0.0,52.0,1.0,3.0,2.0,1438.3,900.0,538.3,0.743,760.0,21.0,0.615,0.626,Attrited Customer,M,High School,Married,Less than $40K,Blue,199,0.00662
199,59.0,1.0,36.0,4.0,1.0,2.0,7871.0,1687.0,6184.0,1.242,1428.0,22.0,1.444,0.214,Existing Customer,M,College,Married,$60K - $80K,Blue,200,0.99995
200,48.0,4.0,36.0,5.0,3.0,0.0,5288.0,866.0,4422.0,0.8690000000000001,1777.0,42.0,0.75,0.16399999999999998,Existing Customer,M,Unknown,Married,$80K - $120K,Blue,201,0.99992
201,44.0,5.0,32.0,4.0,5.0,3.0,11376.0,2006.0,9370.0,0.619,1302.0,27.0,0.8,0.17600000000000002,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,202,0.99965
202,48.0,3.0,41.0,4.0,5.0,3.0,12302.0,1632.0,10670.0,1.5090000000000001,1483.0,41.0,0.519,0.133,Existing Customer,M,College,Married,$80K - $120K,Blue,203,0.99966
203,47.0,4.0,33.0,3.0,2.0,1.0,34516.0,1679.0,32837.0,0.623,1060.0,27.0,0.5,0.049,Existing Customer,M,Graduate,Married,$60K - $80K,Silver,204,0.9999299999999999
204,47.0,2.0,32.0,4.0,2.0,2.0,34516.0,1468.0,33048.0,0.505,1330.0,32.0,0.684,0.043,Existing Customer,M,Graduate,Married,$60K - $80K,Silver,205,0.9999
205,43.0,1.0,35.0,3.0,2.0,2.0,10514.0,1580.0,8934.0,0.504,1229.0,27.0,0.8,0.15,Existing Customer,F,High School,Divorced,Less than $40K,Silver,206,0.9999100000000001
206,55.0,2.0,43.0,2.0,4.0,3.0,1438.3,0.0,1438.3,0.7070000000000001,886.0,27.0,0.42100000000000004,0.0,Attrited Customer,F,Graduate,Married,Less than $40K,Blue,207,0.00272694
207,59.0,2.0,46.0,3.0,3.0,3.0,1438.3,0.0,1438.3,0.688,844.0,24.0,0.5,0.0,Attrited Customer,M,Post-Graduate,Married,$60K - $80K,Blue,208,0.00280059
208,63.0,1.0,56.0,2.0,1.0,2.0,2619.0,1779.0,840.0,1.2590000000000001,1450.0,37.0,0.9470000000000001,0.679,Existing Customer,M,Graduate,Married,$40K - $60K,Blue,209,0.99995
209,58.0,2.0,53.0,2.0,3.0,0.0,24407.0,2395.0,22012.0,1.071,2311.0,48.0,0.7140000000000001,0.098,Existing Customer,M,College,Married,$120K +,Blue,210,0.9999399999999999
210,53.0,2.0,36.0,4.0,1.0,2.0,2377.0,1649.0,728.0,0.93,1378.0,26.0,1.167,0.6940000000000001,Existing Customer,F,High School,Married,Less than $40K,Blue,211,0.99995
211,59.0,0.0,40.0,3.0,2.0,3.0,34516.0,1359.0,33157.0,1.327,1033.0,26.0,1.364,0.039,Existing Customer,M,Unknown,Unknown,$80K - $120K,Silver,212,0.99984
212,52.0,3.0,47.0,5.0,3.0,3.0,11086.0,2207.0,8879.0,0.8690000000000001,1523.0,40.0,1.105,0.19899999999999998,Existing Customer,M,Graduate,Married,$120K +,Blue,213,0.99969
213,48.0,3.0,36.0,4.0,2.0,2.0,11432.0,2517.0,8915.0,0.615,1374.0,37.0,0.762,0.22,Existing Customer,M,High School,Single,$60K - $80K,Blue,214,0.99989
214,43.0,4.0,36.0,5.0,3.0,2.0,13258.0,1721.0,11537.0,0.9079999999999999,1080.0,21.0,1.3330000000000002,0.13,Existing Customer,M,High School,Married,$40K - $60K,Blue,215,0.99982
215,48.0,2.0,36.0,3.0,2.0,3.0,2571.0,1955.0,616.0,0.531,1234.0,24.0,0.7140000000000001,0.76,Existing Customer,M,College,Single,Less than $40K,Blue,216,0.9998100000000001
216,43.0,4.0,31.0,5.0,2.0,0.0,5781.0,1168.0,4613.0,0.638,1600.0,32.0,0.455,0.20199999999999999,Existing Customer,F,Graduate,Single,Less than $40K,Blue,217,0.9999600000000001
217,44.0,4.0,30.0,5.0,1.0,2.0,7872.0,2509.0,5363.0,0.971,1155.0,32.0,0.882,0.319,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,218,0.9999399999999999
218,41.0,3.0,35.0,6.0,1.0,2.0,34516.0,1202.0,33314.0,0.603,1353.0,33.0,0.737,0.035,Existing Customer,M,High School,Married,$80K - $120K,Blue,219,0.9999399999999999
219,44.0,3.0,38.0,4.0,1.0,3.0,11127.0,1835.0,9292.0,2.3680000000000003,1546.0,25.0,1.273,0.165,Existing Customer,F,Uneducated,Divorced,Less than $40K,Silver,220,0.9999100000000001
220,50.0,2.0,43.0,2.0,1.0,3.0,1857.0,1603.0,254.0,0.579,1590.0,43.0,1.263,0.863,Existing Customer,M,Unknown,Single,$40K - $60K,Blue,221,0.9999
221,60.0,1.0,36.0,5.0,1.0,0.0,1913.0,1272.0,641.0,1.008,1448.0,22.0,1.0,0.665,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,222,0.99998
222,44.0,4.0,24.0,5.0,3.0,0.0,3839.0,2295.0,1544.0,0.569,1271.0,24.0,0.7140000000000001,0.598,Existing Customer,M,Graduate,Single,$80K - $120K,Blue,223,0.9999299999999999
223,48.0,3.0,39.0,6.0,2.0,3.0,2115.0,1141.0,974.0,0.616,1223.0,20.0,0.5379999999999999,0.539,Existing Customer,F,Graduate,Divorced,$40K - $60K,Blue,224,0.9998
224,44.0,2.0,27.0,5.0,2.0,2.0,1438.3,679.0,759.3,0.8590000000000001,1117.0,29.0,1.071,0.47200000000000003,Existing Customer,F,Graduate,Divorced,Less than $40K,Blue,225,0.99989
225,41.0,2.0,28.0,4.0,3.0,0.0,27756.0,1789.0,25967.0,0.75,994.0,24.0,0.846,0.064,Existing Customer,M,High School,Single,$80K - $120K,Blue,226,0.9999399999999999
226,45.0,3.0,32.0,4.0,1.0,2.0,1438.3,0.0,1438.3,0.81,1468.0,26.0,0.625,0.0,Existing Customer,M,College,Single,$60K - $80K,Blue,227,0.9999399999999999
227,47.0,2.0,34.0,6.0,4.0,2.0,13878.0,2222.0,11656.0,0.853,1658.0,38.0,0.35700000000000004,0.16,Existing Customer,F,Uneducated,Divorced,Less than $40K,Silver,228,0.9998
228,51.0,2.0,36.0,3.0,1.0,3.0,3106.0,1304.0,1802.0,0.604,1368.0,38.0,0.40700000000000003,0.42,Existing Customer,F,Graduate,Married,Less than $40K,Blue,229,0.9999100000000001
229,51.0,2.0,44.0,4.0,3.0,3.0,34516.0,1666.0,32850.0,0.613,1218.0,18.0,0.8,0.048,Existing Customer,M,Graduate,Married,$120K +,Blue,230,0.9997
230,60.0,1.0,50.0,4.0,4.0,3.0,1438.3,1025.0,413.3,0.838,702.0,12.0,0.7140000000000001,0.713,Attrited Customer,F,Uneducated,Married,$40K - $60K,Blue,231,0.00282527
231,57.0,2.0,46.0,2.0,3.0,0.0,18871.0,1740.0,17131.0,1.7269999999999999,1516.0,21.0,2.0,0.092,Existing Customer,M,Unknown,Married,$80K - $120K,Blue,232,0.9999299999999999
232,41.0,5.0,29.0,5.0,2.0,2.0,5207.0,1748.0,3459.0,1.073,1310.0,26.0,1.0,0.336,Existing Customer,M,Graduate,Single,$120K +,Blue,233,0.9998799999999999
233,44.0,3.0,36.0,6.0,2.0,2.0,17965.0,1644.0,16321.0,0.9209999999999999,1767.0,50.0,0.9229999999999999,0.092,Existing Customer,M,Post-Graduate,Divorced,$80K - $120K,Blue,234,0.9998600000000001
234,43.0,1.0,37.0,6.0,3.0,3.0,2733.0,1819.0,914.0,0.767,933.0,25.0,0.9229999999999999,0.6659999999999999,Existing Customer,M,College,Single,$60K - $80K,Blue,235,0.99972
235,55.0,2.0,48.0,4.0,3.0,2.0,8863.0,1301.0,7562.0,1.207,1512.0,27.0,1.455,0.147,Existing Customer,M,College,Married,$60K - $80K,Blue,236,0.9998299999999999
236,52.0,1.0,36.0,2.0,3.0,3.0,1857.0,1833.0,24.0,0.723,829.0,17.0,0.7,0.987,Attrited Customer,M,Uneducated,Married,$80K - $120K,Blue,237,0.00341249
237,44.0,3.0,33.0,3.0,3.0,3.0,34516.0,0.0,34516.0,0.483,1120.0,27.0,0.35,0.0,Existing Customer,M,Graduate,Unknown,$80K - $120K,Blue,238,0.99969
238,41.0,2.0,30.0,5.0,3.0,3.0,11107.0,1222.0,9885.0,0.5379999999999999,1506.0,33.0,0.941,0.11,Existing Customer,M,Uneducated,Married,$40K - $60K,Blue,239,0.99969
239,44.0,4.0,34.0,4.0,1.0,2.0,21573.0,1585.0,19988.0,0.621,1384.0,36.0,2.273,0.073,Existing Customer,M,Unknown,Single,$80K - $120K,Blue,240,0.9999399999999999
240,53.0,2.0,33.0,2.0,3.0,3.0,2859.0,2517.0,342.0,0.993,817.0,30.0,0.667,0.88,Attrited Customer,F,Unknown,Married,Less than $40K,Blue,241,0.00299743
241,39.0,2.0,36.0,4.0,2.0,2.0,5269.0,1475.0,3794.0,1.148,2094.0,25.0,0.667,0.28,Existing Customer,M,High School,Single,$80K - $120K,Blue,242,0.99989
242,49.0,5.0,45.0,2.0,2.0,3.0,1438.3,0.0,1438.3,0.7340000000000001,815.0,21.0,0.615,0.0,Attrited Customer,M,College,Married,$40K - $60K,Blue,243,0.00518
243,45.0,2.0,36.0,1.0,3.0,2.0,3387.0,0.0,3387.0,0.789,510.0,24.0,0.6,0.0,Attrited Customer,F,College,Married,Less than $40K,Blue,244,0.005679999999999999
244,54.0,2.0,46.0,6.0,2.0,3.0,1982.0,1289.0,693.0,0.9390000000000001,1377.0,49.0,0.69,0.65,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,245,0.9998100000000001
245,49.0,3.0,43.0,2.0,2.0,2.0,4645.0,1650.0,2995.0,0.912,1193.0,33.0,0.65,0.355,Existing Customer,M,Uneducated,Single,$80K - $120K,Blue,246,0.9998799999999999
246,46.0,3.0,36.0,6.0,3.0,2.0,2189.0,1666.0,523.0,0.34299999999999997,1287.0,36.0,0.636,0.7609999999999999,Existing Customer,F,Doctorate,Single,Unknown,Blue,247,0.9997299999999999
247,46.0,4.0,30.0,3.0,3.0,3.0,2442.0,0.0,2442.0,0.98,701.0,19.0,0.727,0.0,Attrited Customer,M,High School,Married,$120K +,Blue,248,0.00323086
248,47.0,3.0,38.0,4.0,1.0,2.0,21304.0,1532.0,19772.0,1.018,1770.0,25.0,0.9229999999999999,0.07200000000000001,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,249,0.9999399999999999
249,44.0,2.0,36.0,5.0,1.0,2.0,7577.0,2480.0,5097.0,0.435,1409.0,35.0,0.16699999999999998,0.327,Existing Customer,M,Doctorate,Single,$60K - $80K,Blue,250,0.99992
250,50.0,3.0,31.0,4.0,1.0,2.0,3234.0,1486.0,1748.0,0.868,1354.0,28.0,0.647,0.45899999999999996,Existing Customer,M,Post-Graduate,Single,$120K +,Blue,251,0.9999299999999999
251,73.0,0.0,36.0,5.0,3.0,2.0,4469.0,1125.0,3344.0,1.3630000000000002,1765.0,34.0,1.615,0.252,Existing Customer,M,High School,Married,$40K - $60K,Blue,252,0.99985
252,56.0,3.0,46.0,6.0,3.0,4.0,2910.0,709.0,2201.0,0.5379999999999999,1192.0,27.0,0.588,0.244,Existing Customer,M,Unknown,Unknown,$40K - $60K,Blue,253,0.99941
253,59.0,0.0,48.0,2.0,4.0,3.0,3616.0,1054.0,2562.0,0.616,687.0,17.0,0.545,0.29100000000000004,Attrited Customer,M,High School,Single,$40K - $60K,Blue,254,0.00326713
254,70.0,0.0,56.0,3.0,2.0,3.0,3252.0,1495.0,1757.0,0.581,1227.0,15.0,0.875,0.46,Existing Customer,M,High School,Married,Less than $40K,Blue,255,0.99984
255,55.0,2.0,36.0,4.0,3.0,3.0,2358.0,1152.0,1206.0,0.9690000000000001,1737.0,26.0,1.6,0.489,Existing Customer,F,High School,Married,Less than $40K,Blue,256,0.99971
256,43.0,4.0,36.0,4.0,1.0,0.0,22322.0,953.0,21369.0,0.769,1348.0,34.0,1.125,0.043,Existing Customer,M,Unknown,Single,$60K - $80K,Blue,257,0.99998
257,45.0,1.0,39.0,4.0,2.0,2.0,3133.0,1510.0,1623.0,0.609,1435.0,38.0,0.462,0.48200000000000004,Existing Customer,M,Uneducated,Single,$120K +,Blue,258,0.99989
258,45.0,2.0,35.0,2.0,3.0,0.0,3540.0,849.0,2691.0,0.456,1321.0,28.0,0.75,0.24,Existing Customer,F,Uneducated,Single,$40K - $60K,Blue,259,0.9999299999999999
259,40.0,1.0,23.0,6.0,3.0,2.0,6990.0,1378.0,5612.0,0.73,1479.0,29.0,0.611,0.19699999999999998,Existing Customer,M,Graduate,Married,$40K - $60K,Blue,260,0.9998299999999999
260,36.0,2.0,22.0,2.0,2.0,3.0,34516.0,1652.0,32864.0,0.8540000000000001,1283.0,39.0,1.294,0.048,Existing Customer,M,College,Unknown,$80K - $120K,Blue,261,0.9998100000000001
261,59.0,0.0,40.0,1.0,4.0,1.0,1438.3,0.0,1438.3,1.038,689.0,23.0,0.353,0.0,Attrited Customer,F,Post-Graduate,Married,$40K - $60K,Blue,262,0.0075
262,43.0,4.0,35.0,6.0,3.0,2.0,24396.0,1171.0,23225.0,0.655,965.0,17.0,1.125,0.048,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,263,0.99979
263,46.0,1.0,36.0,2.0,3.0,2.0,2474.0,2143.0,331.0,1.53,1541.0,40.0,1.0,0.866,Existing Customer,F,Unknown,Married,Less than $40K,Blue,264,0.9998100000000001
264,41.0,2.0,32.0,5.0,1.0,3.0,5214.0,795.0,4419.0,0.7070000000000001,1258.0,23.0,1.3,0.152,Existing Customer,M,Uneducated,Married,$40K - $60K,Blue,265,0.9999
265,51.0,2.0,46.0,5.0,2.0,2.0,5207.0,1650.0,3557.0,0.708,1339.0,20.0,0.5379999999999999,0.317,Existing Customer,F,Graduate,Married,Less than $40K,Blue,266,0.99989
266,51.0,3.0,25.0,2.0,2.0,2.0,9512.0,1082.0,8430.0,0.701,1007.0,22.0,1.444,0.114,Existing Customer,F,Unknown,Unknown,Less than $40K,Blue,267,0.99987
267,43.0,4.0,23.0,6.0,3.0,2.0,3187.0,2430.0,757.0,0.617,1387.0,33.0,1.357,0.762,Existing Customer,F,Graduate,Divorced,Unknown,Blue,268,0.9998100000000001
268,64.0,0.0,53.0,1.0,3.0,3.0,3353.0,0.0,3353.0,1.021,960.0,18.0,0.385,0.0,Attrited Customer,F,High School,Married,$40K - $60K,Blue,269,0.00394582
270,48.0,3.0,43.0,6.0,1.0,3.0,5279.0,1115.0,4164.0,0.5489999999999999,1642.0,41.0,0.519,0.21100000000000002,Existing Customer,M,Unknown,Single,$40K - $60K,Blue,271,0.99989
271,40.0,2.0,29.0,5.0,3.0,0.0,23603.0,0.0,23603.0,0.795,1382.0,31.0,1.067,0.0,Existing Customer,M,Uneducated,Divorced,$60K - $80K,Blue,272,0.9999299999999999
272,57.0,0.0,45.0,6.0,2.0,2.0,2601.0,0.0,2601.0,0.8140000000000001,1232.0,32.0,0.684,0.0,Existing Customer,M,Uneducated,Married,$40K - $60K,Blue,273,0.9999
